id,saleprice
398,105158.67096199744
401,105820.44869219209
404,138345.9482219331
408,120939.95060450082
409,127485.24088066944
410,156423.66318227875
418,134455.71363353147
422,385427.6387242313
427,338826.97297981894
431,350552.1995442577
433,418412.7920341793
437,306102.6170832436
438,288222.40918048617
442,311721.9631358709
447,238722.96603405586
459,304039.93735718273
460,267199.41870833695
464,189953.7261864905
465,191484.42065067324
467,178243.73348020093
468,180894.59052089436
474,183209.33408237982
480,204422.5897923924
481,194307.59328277933
483,213773.66872622096
488,204650.3569507207
492,192567.5601394989
494,175994.5318797849
499,332242.18763945537
500,306863.6431968872
501,330708.91522217344
503,250287.43833564338
506,221622.36975647951
508,281584.12978087255
511,285956.74916583905
515,231629.7520362367
519,225736.17931201332
521,285246.3186110045
530,241272.0721723598
532,227952.90810098045
534,208515.92376469623
540,193670.6825555153
541,142994.78143527132
551,165183.16359531562
552,168413.70600754532
554,86151.33748509326
555,116447.07275930248
556,138406.49679382928
557,119880.40536044445
565,235429.02116245686
566,303472.0990928489
567,150577.90365639402
569,239015.5751243709
570,199378.35177116143
574,229569.44992543553
575,288555.58788474527
576,206771.01359260213
577,233902.32131807928
578,245638.237399956
583,242657.90714315174
584,231975.03821631492
585,163982.81505914673
587,223199.031118867
593,219183.2978045658
597,234163.33450411842
598,183529.90521554655
599,173615.30312152955
600,106787.8316982803
605,177534.62357213683
607,183443.28670576523
608,172375.27600783657
611,183126.74364970007
616,116320.89043212525
625,200122.4253347284
629,195999.94423194116
630,127127.76738792621
631,137748.3194843189
640,200400.07979494322
642,196513.7021071852
643,140546.00592110178
646,116208.26719927168
647,168459.7201387072
655,64509.502544992705
659,100394.57587873879
663,2259.661973450304
665,92537.82884014556
667,247223.53310757974
673,164024.11374637685
676,128677.94519688995
680,166070.01148525326
682,138061.21674019768
687,171387.52700333032
688,187721.7928607681
692,139405.54565407598
693,99192.56091745279
695,137136.59594541165
697,111656.58891094376
700,147954.5793481372
702,155149.84068465017
703,178373.40224835256
704,96221.00587571986
712,80361.17385396904
713,59387.04402406473
717,257228.79730871494
720,199251.79983768592
721,42785.35371040067
726,155772.93403911154
733,112176.53843748002
736,138954.1325373631
738,100201.39873799674
741,139998.4908019993
743,8046.113752256817
745,111323.81045356409
750,156013.54736881147
756,93100.92933486722
757,134806.57837163672
758,157436.23202899803
760,56481.866548962615
765,114411.07447945864
775,117749.30372447529
776,119089.22150240395
780,182935.75517841452
783,203635.08331172477
790,119052.70775074427
795,44598.28378516328
796,121933.85963746584
797,157308.88908274577
798,113710.34113427023
804,207566.0025207758
805,222642.3069874664
806,249330.3436552112
808,101687.67702654215
814,168408.60840533668
818,278166.00239162426
821,280572.4391024377
822,307544.84849274275
825,299440.3987505834
827,251610.00932804248
830,205062.98460264344
834,230693.73221432854
835,181131.65582675755
842,141579.8590634045
845,216362.1883057656
852,236131.99197668562
857,135816.96000553216
858,158547.5105325154
859,121801.81682753179
860,121925.590736949
861,116200.30981671975
864,272789.5386099915
868,206255.7271014322
869,219578.9276613543
872,279891.0828014113
873,224574.10315723345
885,79895.18748078843
890,122326.19157522725
895,86734.3278083841
899,39766.69424001005
906,122874.66981185945
918,147046.61025448394
923,135622.8352397285
925,110536.4900612012
927,134676.4345725589
932,229092.224560207
933,129375.97139312257
934,146124.0546691473
942,82989.68605415468
947,260043.5371015271
948,271705.0630108841
951,139167.59305243386
957,264528.8222606083
958,289285.36869664636
959,212626.45115415077
963,195453.00877416003
967,223861.7308613375
968,322532.4969822403
971,144480.86146373115
972,172236.80185542122
976,73566.43741696999
978,50196.37553129833
979,106691.37456510686
984,104351.04734929895
986,152631.49928802293
991,232468.87518305742
996,200481.739646423
1001,252417.27151013503
1007,210066.064060855
1008,185163.43264471818
1009,197160.56698894454
1014,184836.23727796585
1022,247046.17384020222
1024,189451.91026553314
1027,132995.54225182167
1030,192956.45643661023
1032,162872.11621108785
1035,155850.52790563705
1042,124398.04448916993
1047,138445.1155879546
1050,107691.34869604236
1055,270346.9249386495
1059,362395.1532157412
1061,331228.8971323364
1064,415504.99773231026
1077,229562.71978327876
1081,222265.23240283795
1092,216589.99792031627
1093,213318.30803213763
1095,195121.08645924428
1099,310390.53583423025
1101,289048.6213481648
1103,319257.9820609335
1109,269524.2103840144
1112,222955.85399683344
1113,265082.7155125949
1114,246659.7924314452
1116,277809.97149178956
1117,227285.11165045633
1119,268682.01597707
1121,228832.0955257219
1122,211789.9899533989
1125,285273.6900748218
1137,177665.9390796746
1142,226840.0302579814
1144,189669.53833345446
1145,198680.36269937197
1147,186744.70676315253
1148,207499.23151769806
1149,160668.5400099831
1150,125048.36329309017
1153,91572.8737624937
1154,102106.41847632009
1159,359893.5349161365
1161,166687.33994845048
1167,169448.82830581418
1171,260329.1421774507
1174,174967.3915432732
1188,218215.8536347656
1189,183699.10349586696
1191,161128.2080298872
1195,137590.1710996047
1199,188811.01412608163
1201,204466.547946946
1204,216562.1907362455
1211,159320.38751970814
1214,171387.00336510566
1219,141977.4971885762
1220,27488.29338425817
1227,183359.28440803435
1229,229389.28193826677
1231,141447.22738465582
1234,229059.29562099668
1235,130564.39538614533
1239,165294.2433892364
1240,167960.56384185268
1241,197622.42755927367
1246,94958.88534590587
1249,203735.18579188501
1250,128623.79065731274
1252,122285.96001838939
1259,162971.7580232403
1267,94808.6610839346
1269,78411.2372275343
1270,136547.20455536756
1272,117353.60778301279
1274,135384.99509394183
1276,118094.56033651045
1279,145889.79576870907
1281,194416.85423094954
1286,143882.4843873582
1287,140398.63115453674
1290,66788.17163197139
1291,142392.6082352021
1297,142934.34996269015
1302,158718.56356674022
1303,3710.0597439181875
1312,85314.43723795103
1315,120893.28862609559
1322,28537.927064479678
1327,115404.53624601339
1331,141408.61802273963
1333,122326.83533744498
1334,124783.04168340944
1336,124354.00738166356
1341,119634.31666188584
1344,69676.22554881588
1347,150132.40433124188
1348,174829.3939154345
1353,168564.96936292326
1355,132329.65833032253
1356,113839.05523303163
1357,183565.0176255948
1361,144427.71578760594
1364,135710.08726004773
1368,126781.19414056592
1369,90560.84544685598
1371,137331.7989730246
1373,138131.4634911431
1374,110569.5737661449
1387,96116.99897286268
1388,96187.80463002964
1392,155083.93048353883
1394,136057.96555564934
1406,163876.10040395524
1407,200377.66693096704
1408,182122.65454019845
1409,164059.75782645532
1411,170506.5106743346
1412,93465.64564407253
1413,157383.43448183607
1414,114368.76455846905
1425,274724.21268085117
1430,186357.0787340031
1431,178431.15530971854
1435,224092.85080442156
1441,231317.27365216648
1444,228306.34196366635
1445,122972.8844952063
1446,130701.86438310414
1452,117668.61661065003
1453,109875.46214150044
1456,236343.9909546071
1457,262563.7116729355
1460,294608.2381421688
1463,280161.0403182576
1468,220576.17400721804
1471,215870.49378046492
1474,213800.8660436765
1475,216115.83607716786
1476,223745.38513030083
1478,212498.676887866
1482,151367.3452101987
1483,151367.3452101987
1484,153511.67197415762
1485,152180.71053445898
1496,174285.3933220213
1497,145406.5068178912
1500,141106.8149389769
1506,101215.04302442212
1507,88068.49808375623
1509,120277.72641910527
1510,127120.3132312741
1513,115346.953709449
1517,130451.8604478852
1518,179882.50840310802
1523,171538.57539030322
1524,127830.72634772153
1526,145492.34183460154
1529,186231.54275832078
1531,145501.53032355354
1535,110736.30116076411
1536,144262.56266841633
1538,354547.71072163957
1540,240960.5449349376
1543,129717.94371520927
1545,124365.91388271117
1546,135616.1888484559
1557,71816.87809128486
1558,88775.0191786754
1559,52992.904622860675
1563,251463.98017610773
1568,182555.63547828418
1571,183655.4616101845
1578,136206.32982262084
1579,208369.70257552757
1584,243830.5113188525
1586,307188.65185890615
1604,119696.24970755074
1606,145343.92440145416
1610,178199.76305167747
1611,99612.17756066847
1618,169305.94036821916
1623,196255.82274800533
1624,182695.945455913
1628,172435.55757471078
1633,226509.66056143917
1645,170123.6652914478
1649,226729.00259432223
1652,160726.59211175647
1653,167957.26746425297
1656,152296.22810111087
1662,199239.57127852045
1668,115516.135012746
1670,108957.09588007504
1672,104178.98154617588
1673,145033.6922805694
1674,186231.61984976966
1677,133426.6696730995
1678,132687.2466510447
1679,119958.86053781712
1685,311050.73425941094
1692,374124.0628206386
1693,300610.41248536657
1696,398530.2840630665
1709,309507.7583670948
1711,296175.2234206604
1717,202951.23749456083
1718,202951.23749456083
1721,248318.51895930653
1722,228945.57601728305
1725,302596.2917524675
1726,226860.97121250603
1730,180381.98313245495
1731,184006.49907439717
1733,191308.31198709918
1737,203980.57344273612
1746,235740.33171817282
1747,167012.78126348575
1748,172244.16576338324
1749,225696.63623912755
1760,193183.49410024198
1761,480280.59045568365
1762,347308.9956238456
1768,519175.71041593293
1769,233774.36625706605
1770,300061.8150631088
1776,217321.89323653345
1781,367880.11407839117
1785,268823.54620405356
1792,229210.29543602184
1798,270809.9963088359
1812,190443.87797741278
1814,224038.20055869833
1817,123811.16068320518
1818,163782.1597150013
1822,131968.38660757962
1823,115524.23818222951
1829,256170.400291442
1838,205028.59740038984
1845,187507.94338055502
1851,207807.46103689837
1855,307120.8583655486
1856,181850.8437543603
1858,215090.76845863296
1865,246761.6736718304
1866,141634.22336885298
1867,176608.62548427432
1868,212246.6504131351
1876,147828.32846895754
1878,154543.19493634126
1879,161606.65521561145
1882,146660.53347902698
1883,127535.57455401486
1887,77539.33470578157
1895,172662.90451987338
1898,161047.7457908974
1904,19855.26023843573
1908,157312.56819008285
1917,140778.74832330437
1918,117428.02578822768
1920,131148.7420240452
1922,135333.95431948398
1923,170520.0344890613
1931,143692.43941338448
1935,130119.72857340216
1936,126564.47092659863
1939,122530.35042882475
1943,101862.14887642005
1944,124336.09145042027
1946,234270.94739633787
1952,66326.96471016014
1954,111877.49147067599
1958,142833.06007578823
1964,136001.01349550547
1966,136831.74754292553
1969,78032.11469993698
1977,101666.10786714464
1980,75799.10503174756
1984,140431.4602001004
1985,64317.852317130644
1988,102768.41227323376
1989,118079.73269488379
1991,150051.9607077574
1992,132426.04591198824
1997,136352.4908080391
1999,188139.20530416732
2003,101851.69258271343
2005,98642.72894693003
2010,117191.41508843539
2012,135437.40686508105
2016,144258.53567783884
2017,108710.18333621693
2022,202602.40414089907
2023,163171.20230420356
2035,148118.52375679213
2036,233619.93084387525
2040,119691.37235633754
2042,147234.40628742534
2043,81076.16859070743
2055,111339.38195158169
2056,110568.3221987082
2059,110613.80981571342
2064,116885.88376298969
2066,205443.8097049097
2070,172029.34641460428
2071,66019.51792270556
2078,258125.23894182936
2080,161967.61609271838
2085,124348.53749754325
2089,123623.75470230848
2090,196770.77442368478
2092,246160.12696351932
2094,248049.86321631502
2095,236277.57378189394
2098,341647.2682656393
2099,283531.88375131576
2103,283531.88375131576
2120,153386.97693651463
2122,171982.3381789223
2123,160741.2241466792
2134,205670.66438771418
2135,116715.93279850206
2136,128482.35031330513
2143,126507.77625987733
2145,304782.4392643855
2146,279732.47971915244
2148,228004.5054111642
2155,286830.4266965922
2156,276166.66591803625
2157,143440.33803020435
2159,223255.85819418676
2161,191733.98935740005
2164,194221.40760617226
2165,196858.0898049484
2169,122598.16216979356
2171,104102.85391900424
2180,153818.56321621372
2184,131149.91981679786
2185,32187.017023946944
2188,47281.18901635287
2191,102543.38820518262
2192,82389.51790013198
2196,167313.67763052564
2198,71219.80059199681
2204,173864.63905502058
2210,177228.1359711172
2213,96113.17514432214
2215,296935.00568908936
2219,273322.46973770217
2221,230615.4473653296
2224,223962.7693529373
2228,176349.25641551157
2232,120677.37377503436
2239,119118.06551765333
2246,262338.18521764164
2247,264104.4354114364
2249,142599.98233726877
2251,199482.99954292137
2254,155691.6286800337
2256,232192.11652011645
2259,260297.99525906652
2263,262976.2696919523
2266,217662.57046704445
2271,216972.4008152663
2274,213462.3950736578
2275,280466.2186424874
2280,152930.09921992166
2281,116662.662234496
2291,76244.6917982576
2292,162356.10986728416
2295,206691.67197963048
2297,92027.26165143895
2299,153020.82292483232
2302,116823.80635300503
2303,117485.58408319968
2304,121695.44403758232
2308,221099.8467046324
2312,258458.3185908037
2314,171566.6713466957
2315,193652.91721796105
2316,177408.8123573779
2320,246485.9128417601
2321,291825.4851264091
2322,230618.621037562
2325,175144.54693398037
2336,346103.77930312924
2340,278592.59561709955
2341,292250.7481966614
2342,334297.22172268527
2345,239966.87333323166
2346,176583.25117087588
2347,167002.2819160678
2354,254618.3943937398
2357,192629.0110782588
2359,157078.65829706623
2360,128387.57163689099
2361,91532.6857708712
2362,78558.9801346248
2366,144306.07841417287
2367,118029.26521220357
2370,139624.21625321306
2373,122199.98920777562
2376,108711.99056065737
2378,153632.809606404
2382,276374.16963474103
2387,298820.44425228296
2392,312420.08719655464
2395,305775.81271421205
2396,321665.8337810057
2397,291166.708768692
2399,321191.78023084626
2401,386181.0752894862
2402,266399.1936526525
2407,209600.09610659827
2411,193529.5637082153
2414,193054.03094536474
2418,287548.7589008047
2419,188160.31533067094
2424,206124.6840772394
2427,176396.8356501714
2430,221258.6775765336
2439,220371.3683013829
2441,246160.04783420963
2442,256671.93799715847
2446,457323.95937616145
2447,373436.9584776603
2452,311942.3761675308
2457,327363.73911739665
2458,275549.9304977252
2462,344619.0909465382
2465,197913.0243835854
2467,200063.58404535134
2473,160869.07481138766
2478,202617.05329523506
2479,172241.04490325542
2482,159441.87353995556
2485,108772.81781483574
2488,130075.03089412989
2494,122871.99357550756
2500,285783.4626880637
2509,158340.43424633023
2512,179680.61160719738
2514,146880.4803046291
2515,196018.5942508725
2516,250658.78546502572
2518,179481.51858769104
2519,215059.78262355053
2520,180366.29673321592
2527,180884.04333349204
2532,106890.78722795044
2538,121030.43113910202
2539,146498.00059964717
2543,110698.16663396446
2551,146349.5768214099
2554,120306.29377882674
2555,98483.26460630904
2557,65542.99990217049
2561,126620.58201089436
2563,163227.37811326992
2564,149879.34680832367
2570,114190.56244453834
2571,293727.73438333056
2576,170631.7197312319
2582,140191.50396731752
2584,172718.71423376823
2587,108512.53690447005
2589,118949.45916604402
2591,234878.32458239974
2597,115440.18265884652
2602,145532.99994496297
2605,152245.0581693133
2610,191637.5014467337
2611,158328.03662484325
2614,126369.27282331845
2616,215484.3140971886
2617,145638.94400123306
2620,128061.97517197594
2623,62609.174626469874
2631,159911.52005574122
2638,159482.81488894532
2639,136030.88924555967
2645,104583.57028044671
2647,85725.77416557021
2648,118096.98552404981
2650,117753.84512792196
2652,105636.12580756441
2656,117044.75769244853
2658,142477.5262961329
2661,206049.31100645993
2665,166203.3499842619
2673,175964.6444384143
2678,64040.492817298335
2679,100907.17619351312
2680,36730.97320682637
2685,106902.56446825083
2695,128732.1141870884
2698,115339.7657726101
2700,202913.52889008482
2706,144044.64153601695
2708,157852.12128641826
2709,154821.73307099327
2711,126762.80698703762
2718,197074.53793678802
2719,199269.9036172507
2721,182155.97812358127
2725,172764.29430974522
2726,258110.9334426446
2732,206347.7507130207
2733,128255.14177036879
2739,180897.25815684674
2747,181679.41479258958
2751,243951.48994198092
2754,215980.03724474725
2755,253281.48770280697
2756,227518.37595263732
2758,246067.51457734904
2763,220576.85149273518
2764,234901.77439231658
2765,191530.12666127877
2766,150290.85979764903
2768,179705.9245281828
2781,247897.577663069
2784,165274.90133959916
2785,128443.98319633986
2786,115479.99374929507
2796,257945.13301111024
2797,277570.7609776926
2801,247188.42812902573
2805,256568.95620716125
2806,211067.6325431624
2812,208513.07634061427
2817,104998.17401807157
2822,134392.0502196409
2825,258747.78521410312
2828,141473.12111793968
2831,182333.1471854754
2843,140067.05740540804
2845,94561.84227628166
2847,175802.5626830255
2855,168685.93705472685
2856,134202.72584202126
2859,139790.6701545177
2865,200502.77393098705
2867,165014.81174084282
2869,210527.42659426224
2870,229638.11732928897
2874,135178.14457630372
2876,50228.60403876449
2889,142657.2985605068
2892,286335.16698217235
2895,275116.83556642453
2898,262081.48139695555
2901,302029.247618504
2902,316932.4187593215
2908,146730.50375515927
2909,114772.17414314093
2916,163297.78179620483
2917,66269.74623734319
2919,69500.82592012898
2921,79281.23433180893
2922,192880.76703864755
2925,169427.36279069443
2928,113007.81249189214
